Code,Grouping,Classification,Specialization,Definition,Notes,Display Name,Section
207YX0905X,Allopathic & Osteopathic Physicians,Otolaryngology,Otolaryngology/Facial Plastic Surgery,An otolaryngologist who specializes in the diagnosis and surgical treatment of head and neck conditions.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]    Additional Resources: A General Certificate is issued by the American Osteopathic Board of Ophthalmology and Otolaryngology.",Otolaryngology/Facial Plastic Surgery Physician,Individual
207YX0901X,Allopathic & Osteopathic Physicians,Otolaryngology,Otology & Neurotology,"An otolaryngologist who treats diseases of the ear and temporal bone, including disorders of hearing and balance. The additional training in otology and neurotology emphasizes the study of embryology, anatomy, physiology, epidemiology, pathophysiology, pathology, genetics, immunology, microbiology and the etiology of diseases of the ear and temporal bone.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Otolaryngology, 2007.  http://www.aboto.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Otolaryngology.",Otology & Neurotology Physician,Individual
207YP0228X,Allopathic & Osteopathic Physicians,Otolaryngology,Pediatric Otolaryngology,"A pediatric otolaryngologist has special expertise in the management of infants and children with disorders that include congenital and acquired conditions involving the aerodigestive tract, nose and paranasal sinuses, the ear and other areas of the head and neck. The pediatric otolaryngologist has special skills in the diagnosis, treatment, and management of childhood disorders of voice, speech, language and hearing.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Otolaryngology, 2007.  http://www.aboto.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Otolaryngology.",Pediatric Otolaryngology Physician,Individual
207YX0007X,Allopathic & Osteopathic Physicians,Otolaryngology,Plastic Surgery within the Head & Neck,"An otolaryngologist with additional training in plastic and reconstructive procedures within the head, face, neck and associated structures, including cutaneous head and neck oncology and reconstruction, management of maxillofacial trauma, soft tissue repair and neural surgery. The field is diverse and involves a wide age range of patients, from the newborn to the aged. While both cosmetic and reconstructive surgeries are practiced, there are many additional procedures which interface with them.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Otolaryngology, 2007.  http://www.aboto.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Otolaryngology.   Board certification for Doctors of Osteopathy is currently provided in the subspecialty of Otolaryngology/Facial Plastic Surgery (see Taxonomy Code 207YX0905X)",Plastic Surgery within the Head & Neck (Otolaryngology) Physician,Individual
207YS0012X,Allopathic & Osteopathic Physicians,Otolaryngology,Sleep Medicine,"An Otolaryngologist who practices Sleep Medicine is certified in the subspecialty of sleep medicine and specializes in the clinical assessment, physiologic testing, diagnosis, management and prevention of sleep and circadian rhythm disorders. Sleep specialists treat patients of any age and use multidisciplinary approaches. Disorders managed by sleep specialists include, but are not limited to, sleep related breathing disorders, insomnia, hypersomnias, circadian rhythm sleep disorders, parasomnias and sleep related movement disorders.","Source: American Academy of Sleep Medicine, www.aasm.org [7/1/2006: new]",Sleep Medicine (Otolaryngology) Physician,Individual
208VP0014X,Allopathic & Osteopathic Physicians,Pain Medicine,Interventional Pain Medicine,"Interventional Pain Medicine is the discipline of medicine devoted to the diagnosis and treatment of pain and related disorders principally with the application of interventional techniques in managing subacute, chronic, persistent, and intractable pain, independently or in conjunction with other modalities of treatment.",,Interventional Pain Medicine Physician,Individual
208VP0000X,Allopathic & Osteopathic Physicians,Pain Medicine,Pain Medicine,"Pain Medicine is a primary medical specialty based on a distinct body of knowledge and a well-defined scope of clinical practice that is founded on science, research and education.  It is concerned with the study of pain, the prevention of pain, and the evaluation, treatment, and rehabilitation of persons in pain.  A comprehensive evaluation incorporates the physical, psychological, cognitive and socio-cultural contributions to pain.  The treatment protocol may include pharmacological, invasive, behavioral, cognitive, rehabilitative and complementary strategies provided in a concurrent focused and patient specific manner.  The pain medicine physician often serves the patient as a frontline physician regarding their pain, but also may serve as a consultant to other physicians, direct an interdisciplinary/multidisciplinary treatment team, conduct research, or advocate for the patient's pain care with public and private agencies.  The Pain Medicine physician may work in variety of settings including office, clinic, hospital, university, or governmental/public agencies.","Source: American Academy of Pain Medicine, www.painmed.org<br/>Additional Resources: The American Board of Pain Medicine provides Board Certification.",Pain Medicine Physician,Individual
207ZP0101X,Allopathic & Osteopathic Physicians,Pathology,Anatomic Pathology,"A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Source: American Board of Medical Specialties, 2007. [7/1/2007: definition added, source added, 7/1/2009: definition reformatted; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007. http://www.abpath.org/. American Osteopathic Board of Pathology, 2007. http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology (note: this taxonomy code identifies the ""anatomic pathology only"" route). To acknowledge the diverse activities in the practice of pathology and to accommodate the interests of individuals wanting to enter the field, the ABP offers primary certification through the following three routes: combined anatomic pathology and clinical pathology, anatomic pathology only and clinical pathology only. Primary certification in anatomic pathology or clinical pathology may be combined with some of the subspecialty certifications.",Anatomic Pathology Physician,Individual
207ZP0102X,Allopathic & Osteopathic Physicians,Pathology,Anatomic Pathology & Clinical Pathology,"A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added, 7/1/2009: definition reformatted]    Additional Resources: American Board of Pathology, 2007. http://www.abpath.org/    This taxonomy code identifies the combined anatomic pathology & clinical pathology route. Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology. To acknowledge the diverse activities in the practice of pathology and to accommodate the interests of individuals wanting to enter the field, the ABP offers primary certification through the following three routes: combined anatomic pathology and clinical pathology, anatomic pathology only and clinical pathology only. Primary certification in anatomic pathology or clinical pathology may be combined with some of the subspecialty certifications.",Anatomic Pathology & Clinical Pathology Physician,Individual
207ZB0001X,Allopathic & Osteopathic Physicians,Pathology,Blood Banking & Transfusion Medicine,"A physician who specializes in blood banking/transfusion medicine is responsible for the maintenance of an adequate blood supply, blood donor and patient-recipient safety and appropriate blood utilization. Pre-transfusion compatibility testing and antibody testing assure that blood transfusions, when indicated, are as safe as possible. This physician directs the preparation and safe use of specially prepared blood components, including red blood cells, white blood cells, platelets and plasma constituents, and marrow or stem cells for transplantation.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",Blood Banking & Transfusion Medicine Physician,Individual
207ZP0104X,Allopathic & Osteopathic Physicians,Pathology,Chemical Pathology,"A chemical pathologist has expertise in the biochemistry of the human body as it applies to the understanding of the cause and progress of disease. This physician functions as a clinical consultant in the diagnosis and treatment of human disease. Chemical pathology entails the application of biochemical data to the detection, confirmation or monitoring of disease.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",Chemical Pathology Physician,Individual
207ZC0008X,Allopathic & Osteopathic Physicians,Pathology,Clinical Informatics,"Physicians who practice Clinical Informatics collaborate with other health care and information technology professionals to analyze, design, implement and evaluate information and communication systems that enhance individual and population health outcomes, improve patient care, and strengthen the clinician-patient relationship. Clinical Informaticians use their knowledge of patient care combined with their understanding of informatics concepts, methods, and tools to: assess information and knowledge needs of health care professionals and patients; characterize, evaluate, and refine clinical processes; develop, implement, and refine clinical decision support systems; and lead or participate in the procurement, customization, development, implementation, management, evaluation, and continuous improvement of clinical information systems.","Source: The American Board of Preventive Medicine, 2013. www.theabpm.org [1/1/2014: new]  Additional Resources: The American Board of Pathology, www.abpath.org",Clinical Informatics (Pathology) Physician,Individual
207ZC0006X,Allopathic & Osteopathic Physicians,Pathology,Clinical Pathology,"A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Source: American Board of Medical Specialties, 2007. www.abms.org [7/1/2007: new, 7/1/2009: definition reformatted]   Additional Resources: American Board of Pathology, 2007. http://www.abpath.org/   This taxonomy code identifies the combined anatomic ""clinical pathology only"" route. Board Certification for Medical Doctors (MDs) is provided by the American Board of Pathology. To acknowledge the diverse activities in the practice of pathology and to accommodate the interests of individuals wanting to enter the field, the ABP offers primary certification through the following three routes: combined anatomic pathology and clinical pathology, anatomic pathology only and clinical pathology only. Primary certification in anatomic pathology or clinical pathology may be combined with some of the subspecialty certifications.",Clinical Pathology Physician,Individual
207ZP0105X,Allopathic & Osteopathic Physicians,Pathology,Clinical Pathology/Laboratory Medicine,"A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pathology.",Clinical Pathology/Laboratory Medicine Physician,Individual
207ZC0500X,Allopathic & Osteopathic Physicians,Pathology,Cytopathology,"A cytopathologist is an anatomic pathologist trained in the diagnosis of human disease by means of the study of cells obtained from body secretions and fluids, by scraping, washing, or sponging the surface of a lesion, or by the aspiration of a tumor mass or body organ with a fine needle.  A major aspect of a cytopathologist's practice is the interpretation of Papanicolaou-stained smears of cells from the female reproductive systems, the ""Pap"" test.  However, the cytopathologist's expertise is applied to the diagnosis of cells from all systems and areas of the body.  He/she is a consultant to all medical specialists.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source added]    Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.     Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.",Cytopathology Physician,Individual
207ZD0900X,Allopathic & Osteopathic Physicians,Pathology,Dermatopathology,"A dermatopathologist is an expert in diagnosing and monitoring diseases of the skin including infectious, immunologic, degenerative, and neoplastic diseases.  This entails the examination and interpretation of specially prepared tissue sections, cellular scrapings, and smears of skin lesions by means of light microscopy, electron microscopy, and fluorescence microscopy.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source added]    Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.     Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.    A subspecialty certificate was first issued by the ABMS in 1974.    ACGME Accredited Residency Program Requirements:  None.",Dermatopathology (Pathology) Physician,Individual
207ZF0201X,Allopathic & Osteopathic Physicians,Pathology,Forensic Pathology,"A forensic pathologist is expert in investigating and evaluating cases of sudden, unexpected, suspicious and violent death as well as other specific classes of death defined by law. The forensic pathologist serves the public as coroner or medical examiner, or by performing medicolegal autopsies for such officials.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pathology.",Forensic Pathology Physician,Individual
207ZH0000X,Allopathic & Osteopathic Physicians,Pathology,Hematology,"A hematopathologist is expert in diseases that affect blood cells, blood clotting mechanisms, bone marrow and lymph nodes. This physician has the knowledge and technical skills essential for the laboratory diagnosis of anemias, leukemias, lymphomas, bleeding disorders and blood clotting disorders.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",Hematology (Pathology) Physician,Individual
207ZI0100X,Allopathic & Osteopathic Physicians,Pathology,Immunopathology,A pathologist who specializes in the diagnosis of immunologic diseases.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]    Additional Resources: A Certification of Added Qualifications (CAQ) was, but is no longer issued by the American Osteopathic Board of Pathology.",Immunopathology Physician,Individual
207ZM0300X,Allopathic & Osteopathic Physicians,Pathology,Medical Microbiology,"A medical microbiologist is expert in the isolation and identification of microbial agents that cause infectious disease. Viruses, bacteria and fungi, as well as parasites, are identified and, where possible, tested for susceptibility to appropriate antimicrobial agents.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",Medical Microbiology Physician,Individual
207ZP0007X,Allopathic & Osteopathic Physicians,Pathology,Molecular Genetic Pathology,"A molecular genetic pathologist is expert in the principles, theory and technologies of molecular biology and molecular genetics. This expertise is used to make or confirm diagnoses of Mendelian genetic disorders, disorders of human development, infectious diseases and malignancies, and to assess the natural history of those disorders. A molecular genetic pathologist provides information about gene structure, function and alteration and applies laboratory techniques for diagnosis, treatment and prognosis for individuals with related disorders.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source changed]    Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.     Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.       A subspecialty certificate for MGG was approved by the ABMS in 1999.     ACGME Accredited Residency Program Requirements:  Proposal under development.",Molecular Genetic Pathology (Pathology) Physician,Individual
207ZN0500X,Allopathic & Osteopathic Physicians,Pathology,Neuropathology,"A neuropathologist is expert in the diagnosis of diseases of the nervous system and skeletal muscles and functions as a consultant primarily to neurologists and neurosurgeons. The neuropathologist is knowledgeable in the infirmities of humans as they affect the nervous and neuromuscular systems, be they degenerative, infectious, metabolic, immunologic, neoplastic, vascular or physical in nature.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",Neuropathology Physician,Individual
207ZP0213X,Allopathic & Osteopathic Physicians,Pathology,Pediatric Pathology,"A pediatric pathologist is expert in the laboratory diagnosis of diseases that occur during fetal growth, infancy and child development. The practice requires a strong foundation in general pathology and substantial understanding of normal growth and development, along with extensive knowledge of pediatric medicine.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.     Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.",Pediatric Pathology Physician,Individual
208000000X,Allopathic & Osteopathic Physicians,Pediatrics,,"A pediatrician is concerned with the physical, emotional and social health of children from birth to young adulthood. Care encompasses a broad spectrum of health services ranging from preventive healthcare to the diagnosis and treatment of acute and chronic diseases. A pediatrician deals with biological, social and environmental influences on the developing child, and with the impact of disease and dysfunction on development.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certificatio<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pediatrics.",Pediatrics Physician,Individual
2080A0000X,Allopathic & Osteopathic Physicians,Pediatrics,Adolescent Medicine,"A pediatrician who specializes in adolescent medicine is a multi-disciplinary healthcare specialist trained in the unique physical, psychological and social characteristics of adolescents, their healthcare problems and needs.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pediatrics.",Pediatric Adolescent Medicine Physician,Individual
2080C0008X,Allopathic & Osteopathic Physicians,Pediatrics,Child Abuse Pediatrics,"A Child Abuse Pediatrician serves as a resource to children, families and communities by accurately diagnosing abuse; consulting with community agencies on child safety; providing expertise in courts of law; treating consequences of abuse and neglect; directing child abuse and neglect prevention programs and participating on multidisciplinary teams investigating; and managing child abuse cases.","Source: American Board of Medical Specialties, 2009 [7/1/2009: new]",Child Abuse Pediatrics Physician,Individual
2080I0007X,Allopathic & Osteopathic Physicians,Pediatrics,Clinical & Laboratory Immunology,A pediatrician who specializes in clinical and laboratory immunology disease management.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]    Additional Resources: A certification was, but is no longer issued by the American Board of Pediatrics.",Pediatric Clinical & Laboratory Immunology Physician,Individual
2080P0006X,Allopathic & Osteopathic Physicians,Pediatrics,Developmental - Behavioral Pediatrics,"A developmental-behavioral specialist is a pediatrician with special training and experience who aims to foster understanding and promotion of optimal development of children and families through research, education, clinical care and advocacy efforts. This physician assists in the prevention, diagnosis, and management of developmental difficulties and problematic behaviors in children and in the family dysfunctions that compromise children's development.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source changed, 3/26/2008: definition corrected]    Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",Developmental - Behavioral Pediatrics Physician,Individual
2080H0002X,Allopathic & Osteopathic Physicians,Pediatrics,Hospice and Palliative Medicine,"A pediatrician with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",Pediatric Hospice and Palliative Medicine Physician,Individual
2080T0002X,Allopathic & Osteopathic Physicians,Pediatrics,Medical Toxicology,"Medical toxicologists are physicians that specialize in the prevention, evaluation, treatment and monitoring of injury and illness from exposures to drugs and chemicals, as well as biological and radiological agents. Medical toxicologists care for people in clinical, academic, governmental and public health settings, and provide poison control center leadership. Important areas of medical toxicology include acute drug poisoning, adverse drug events, drug abuse, addiction and withdrawal, chemicals and hazardous materials, terrorism preparedness, venomous bites and stings, and environmental and workplace exposures.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source added]    Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.    ACGME Accredited Residency Program Requirements:  Medical Toxicology (EM) 2 years with 3-4 years Emergency Medicine for a total of 5-6 years; for Medical Toxicology (Preventive Medicine) 2 years with 3 years Preventive Medicine for a total of 5 years.  Medical Toxicology (Pediatrics):  None.    ABMS Approved Subspecialty Certificates (Emergency Medicine) (Pediatrics) (Preventive Medicine)",Pediatric Medical Toxicology Physician,Individual
2080N0001X,Allopathic & Osteopathic Physicians,Pediatrics,Neonatal-Perinatal Medicine,A pediatrician who is the principal care provider for sick newborn infants. Clinical expertise is used for direct patient care and for consulting with obstetrical colleagues to plan for the care of mothers who have high-risk pregnancies.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pediatrics.",Neonatal-Perinatal Medicine Physician,Individual
2080P0008X,Allopathic & Osteopathic Physicians,Pediatrics,Neurodevelopmental Disabilities,"A pediatrician who specializes in the treatment of individuals with developmental delays and learning disorders associated with cerebral palsy, spina bifida, autism, and other chronic neurologic conditions.","Source: National Uniform Claim Committee, www.nucc.org",Pediatric Neurodevelopmental Disabilities Physician,Individual
2080B0002X,Allopathic & Osteopathic Physicians,Pediatrics,Obesity Medicine,"A physician who specializes in the treatment of obesity demonstrates competency in and a thorough understanding of the treatment of obesity and the genetic, biologic, environmental, social, and behavioral factors that contribute to obesity. The obesity medicine physician employs therapeutic interventions including diet, physical activity, behavioral change, and pharmacotherapy. The obesity medicine physician utilizes a comprehensive approach, and may include additional resources such as dietitians, exercise physiologists, mental health professionals and bariatric surgeons as indicated to achieve optimal results. Additionally, the obesity medicine physician maintains competency in providing pre- peri- and post-surgical care of bariatric surgery patients, promotes the prevention of obesity, and advocates for those who suffer from obesity.","Source:  American Board of Obesity Medicine, www.abom.org [7/1/2015: new]  Additional Resource: American Society of Bariatric Physicians, www.asbp.org.",Pediatric Obesity Medicine Physician,Individual
2080P0201X,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Allergy/Immunology,"A pediatrician who specializes in the diagnosis and treatment of allergies, allergic reactions, and immunologic diseases in children.","Source: National Uniform Claim Committee, 2009 [1/1/2010: title modified, definition added, source added]    Additional Resources: A Certification of Special Qualifications (CSQ) is issued by the American Osteopathic Board of Pediatrics.",Pediatric Allergy/Immunology Physician,Individual
2080P0202X,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Cardiology,"A pediatric cardiologist provides comprehensive care to patients with cardiovascular problems. This specialist is skilled in selecting, performing and evaluating the structural and functional assessment of the heart and blood vessels, and the clinical evaluation of cardiovascular disease.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pediatrics.  The Certification is no longer offered.",Pediatric Cardiology Physician,Individual
2080P0203X,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Critical Care Medicine,A pediatrician expert in advanced life support for children from the term or near-term neonate to the adolescent. This competence extends to the critical care management of life-threatening organ system failure from any cause in both medical and surgical patients and to the support of vital physiological functions. This specialist may have administrative responsibilities for intensive care units and also facilitates patient care among other specialists.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source added]    Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.    ACGME Accredited Residency Program Requirements: 2 years of training with 3 years Pediatrics plus 1 year Pediatric Critical Care for certification for a total of 6 years.    ABMS Approved Subspecialty Certificate (Pediatrics)",Pediatric Critical Care Medicine Physician,Individual
2080P0204X,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Emergency Medicine,A pediatrician who has special qualifications to manage emergencies in infants and children.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",Pediatric Emergency Medicine (Pediatrics) Physician,Individual
2080P0205X,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Endocrinology,"A pediatrician who provides expert care to infants, children and adolescents who have diseases that result from an abnormality in the endocrine glands (glands which secrete hormones). These diseases include diabetes mellitus, growth failure, unusual size for age, early or late pubertal development, birth defects, the genital region and disorders of the thyroid, the adrenal and pituitary glands.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pediatrics.",Pediatric Endocrinology Physician,Individual
2080P0206X,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Gastroenterology,"A pediatrician who specializes in the diagnosis and treatment of diseases of the digestive systems of infants, children and adolescents. This specialist treats conditions such as abdominal pain, ulcers, diarrhea, cancer and jaundice and performs complex diagnostic and therapeutic procedures using lighted scopes to see internal organs.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",Pediatric Gastroenterology Physician,Individual
2080P0207X,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Hematology-Oncology,"A pediatrician trained in the combination of pediatrics, hematology and oncology to recognize and manage pediatric blood disorders and cancerous diseases.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pediatrics.  The Certification is no longer offered.",Pediatric Hematology & Oncology Physician,Individual
